Pathway identifier,Pathway name,#Entities found,#Entities total,#Interactors found,#Interactors total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Submitted entities hit interactor,Interacts with,Found reaction identifiers
R-HSA-5654738,"Signaling by FGFR2",0,88,9,547,0.006051437216338881,0.9725385800068271,0.9725385800068271,11,46,0.0034033737792246227,9606,Homo sapiens,"","",Q9UKS6;P62258;P05067;P11021;P12814;Q03135;P20073;P06241;P05556,18348;O43597;P19174;16618;28815;Q06124;P22681;P15056,"R-HSA-190258;R-HSA-1295622;R-HSA-1295621;R-HSA-5654608;R-HSA-190260;R-HSA-1295604;R-HSA-5654159;R-HSA-5654157;R-HSA-1549564;R-HSA-5654701;R-HSA-5654697"
R-HSA-9711123,"Cellular response to chemical stress",0,208,5,420,0.01430339705680099,0.9725385800068271,0.9725385800068271,8,71,0.0052530334418467006,9606,Homo sapiens,"","",P30626;P12814;P06241;P05067;Q16623,P40763;Q05655;P10599;P09601,"R-HSA-3697882;R-HSA-1250272;R-HSA-8932284;R-HSA-9709918;R-HSA-9708536;R-HSA-3341343;R-HSA-9708457;R-HSA-73646"
R-HSA-446652,"Interleukin-1 family signaling",1,167,5,504,0.011483977444643103,0.9731823985212049,0.9731823985212049,9,80,0.005918910920390648,9606,Homo sapiens,"P05067","P05067",Q14957;P30626;P17612;P35609;P05067,Q9H0E2;P40763;Q9NZH6;P84022,"R-HSA-9008696;R-HSA-446868;R-HSA-168166;R-HSA-9012542;R-HSA-9012689;R-HSA-446894;R-HSA-9009072;R-HSA-9008692;R-HSA-9009910"
R-HSA-212165,"Epigenetic regulation of gene expression",0,139,3,524,0.009558520148535277,0.9736554153377924,0.9736554153377924,1,34,0.0025155371411660255,9606,Homo sapiens,"","",P17612;P05067;P05067,P60709;P49841,"R-HSA-5250947"
R-HSA-1500620,"Meiosis",0,92,1,569,0.006326502544354284,0.9750253723336993,0.9750253723336993,2,15,0.0011097957975732466,9606,Homo sapiens,"","",Q14957,Q9BXU0;P24941,"R-HSA-912429;R-HSA-912505"
R-HSA-8866910,"TFAP2 (AP-2) family regulates transcription of growth factors and their receptors",0,21,9,624,0.0014440929720808693,0.9757556742959932,0.9757556742959932,4,18,0.0013317549570878958,9606,Homo sapiens,"","",P16615;Q02790;P0DP23;P0DP25;P11021;P0DP24;P12814;Q03135;P06241;P05067;P17252,P04626;P00533;P03372,"R-HSA-8937369;R-HSA-8864466;R-HSA-8874797;R-HSA-8864395"
R-HSA-190236,"Signaling by FGFR",0,107,9,550,0.0073579975244120474,0.9758991721813102,0.9758991721813102,35,142,0.010506066883693401,9606,Homo sapiens,"","",Q9UKS6;P62258;P05067;P11021;P12814;Q03135;P20073;P06241;P05556,18348;O43597;P19174;16618;28815;Q06124;P22681;P15056,"R-HSA-5654167;R-HSA-5654165;R-HSA-5654163;R-HSA-5654224;R-HSA-5654608;R-HSA-5654169;R-HSA-5654148;R-HSA-5654658;R-HSA-1295622;R-HSA-1295621;R-HSA-5654159;R-HSA-5654157;R-HSA-1307955;R-HSA-5654709;R-HSA-5654515;R-HSA-1295604;R-HSA-5654705;R-HSA-190245;R-HSA-1549564;R-HSA-5654717;R-HSA-5654714;R-HSA-5654584;R-HSA-190258;R-HSA-5654692;R-HSA-190256;R-HSA-5654690;R-HSA-190263;R-HSA-190260;R-HSA-190261;R-HSA-5654511;R-HSA-5654701;R-HSA-190265;R-HSA-190268;R-HSA-5654633;R-HSA-5654697"
R-HSA-4551638,"SUMOylation of chromatin organization proteins",0,62,3,591,0.004263512584238757,0.9760418274827606,0.9760418274827606,4,15,0.0011097957975732466,9606,Homo sapiens,"","",P62258;P35609;P17252,P62805;P56524,"R-HSA-4570485;R-HSA-4615987;R-HSA-4570496;R-HSA-4615872"
R-HSA-1632852,"Macroautophagy",1,150,3,534,0.010314949800577638,0.9764647868200625,0.9764647868200625,13,87,0.00643681562592483,9606,Homo sapiens,"P21796","P21796",P62258;P05067;P21796,Q13501;Q9BXM7;P21796;Q9GZQ8;P11142,"R-HSA-9664880;R-HSA-9664855;R-HSA-5205673;R-HSA-5205672;R-HSA-9664892;R-HSA-5205663;R-HSA-9664867;R-HSA-5205661;R-HSA-9613352;R-HSA-5205652;R-HSA-5205682;R-HSA-5205649;R-HSA-5205681"
R-HSA-453279,"Mitotic G1 phase and G1/S transition",0,173,4,544,0.011896575436666208,0.9782136402542516,0.9782136402542516,7,99,0.007324652263983427,9606,Homo sapiens,"","",Q14957;P62258;P05067;P21796,P30304;P04183;P06493;P24941;Q13627;Q01094,"R-HSA-69191;R-HSA-8961934;R-HSA-8964513;R-HSA-1362270;R-HSA-188345;R-HSA-69199;R-HSA-8962039"
R-HSA-198933,"Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell",1,316,4,361,0.02173016091321689,0.9792251263465654,0.9792251263465654,3,44,0.0032554010062148565,9606,Homo sapiens,"P05556","P05556",P30626;P17612;P21796;P05556,P19320;P12830,"R-HSA-199079;R-HSA-198941;R-HSA-9679740"
R-HSA-72312,"rRNA processing",0,245,2,453,0.016847751340943472,0.9794706313153732,0.9794706313153732,2,21,0.0015537141166025452,9606,Homo sapiens,"","",O14958;P05067,Q99547;Q13895;P48730,"R-HSA-6791223;R-HSA-6791218"
R-HSA-177929,"Signaling by EGFR",0,61,14,633,0.004194746252234906,0.9795923023386628,0.9795923023386628,16,49,0.003625332938739272,9606,Homo sapiens,"","",P0DP23;P62258;P0DP25;P0DP24;P11021;P06241;Q14524;Q9UKS6;P16615;Q02790;P12814;Q03135;P20073;P05067;P05556;P17252,P26045;18348;O43597;P19174;16618;P00533;Q06124;Q07889;P29353;Q9NWQ8;P22681,"R-HSA-8867047;R-HSA-212706;R-HSA-8867044;R-HSA-177926;R-HSA-177925;R-HSA-179467;R-HSA-212713;R-HSA-183055;R-HSA-182988;R-HSA-183052;R-HSA-9674531;R-HSA-177939;R-HSA-109813;R-HSA-177942;R-HSA-183094;R-HSA-177944"
R-HSA-211859,"Biological oxidations",1,545,0,122,0.03747765094209875,0.9797132579914948,0.9797132579914948,2,188,0.013909440662918023,9606,Homo sapiens,"P78417","",,,"R-HSA-5696230;R-HSA-176054"
R-HSA-4090294,"SUMOylation of intracellular receptors",0,40,6,649,0.0027506532801540367,0.9807703477292637,0.9807703477292637,8,25,0.0018496596626220775,9606,Homo sapiens,"","",Q14957;Q02790;P62258;P12814;P05067;P17252,Q9Y6X2;Q07869;P10275;P43354;Q8N2W9;P03372;P56524,"R-HSA-4341073;R-HSA-4720446;R-HSA-4090408;R-HSA-4546387;R-HSA-4090390;R-HSA-4720432;R-HSA-4341070;R-HSA-4755526"
R-HSA-168249,"Innate Immune System",11,1334,19,2100,0.09173428689313712,0.9808504099838277,0.9808504099838277,98,710,0.052530334418467,9606,Homo sapiens,"P17612;Q14643;P14780;O60610;P29475;P0DP23;P06241;Q14571;O94759;P05067;P49768","P17612;Q14643;P14780;O60610;P29475;P0DP23;P06241;Q14571;O94759;P05067;P49768",P17612;P62258;P49810;P11021;P49768;P06241;P21796;Q16623;O60610;Q02790;P05067;P05067;P12814;Q03135;O00141;P20073;P05067;P05556;P17252,P04049;P81605;Q13526;P05412;Q15109;16618;Q9NZC2;Q14790;Q8TBC4;Q04206;P15336;Q05655;P19419;Q9BQ95;Q06124;P16220;O60602;P01100;P08238;P07948;Q13233;P19174;P09429;P09601;P07225;Q04759;18348;P43405;P10599;P16671;P00519,"R-HSA-936462;R-HSA-167686;R-HSA-9013889;R-HSA-2395439;R-HSA-879362;R-HSA-6803060;R-HSA-450325;R-HSA-5621366;R-HSA-2395412;R-HSA-2130194;R-HSA-1296421;R-HSA-879411;R-HSA-5621355;R-HSA-2730860;R-HSA-2730862;R-HSA-2730849;R-HSA-844612;R-HSA-198731;R-HSA-2730848;R-HSA-6800426;R-HSA-844610;R-HSA-6802999;R-HSA-2730872;R-HSA-6800434;R-HSA-2730867;R-HSA-202328;R-HSA-2730868;R-HSA-2730870;R-HSA-5660980;R-HSA-5607735;R-HSA-5607734;R-HSA-874087;R-HSA-5607738;R-HSA-2730841;R-HSA-210289;R-HSA-2730847;R-HSA-168053;R-HSA-5607725;R-HSA-188025;R-HSA-166271;R-HSA-210300;R-HSA-2424484;R-HSA-2424486;R-HSA-418436;R-HSA-2424487;R-HSA-2424480;R-HSA-2424481;R-HSA-2424482;R-HSA-2029465;R-HSA-2029458;R-HSA-2029459;R-HSA-6799350;R-HSA-933532;R-HSA-2029452;R-HSA-844440;R-HSA-933528;R-HSA-2396594;R-HSA-5432825;R-HSA-2730885;R-HSA-2730887;R-HSA-981665;R-HSA-936380;R-HSA-2730896;R-HSA-6805981;R-HSA-2395801;R-HSA-2454240;R-HSA-2029272;R-HSA-2559456;R-HSA-2029271;R-HSA-2562541;R-HSA-168136;R-HSA-2029268;R-HSA-1250264;R-HSA-5624473;R-HSA-2559464;R-HSA-74448;R-HSA-169683;R-HSA-169680;R-HSA-199895;R-HSA-166869;R-HSA-442586;R-HSA-1250253;R-HSA-6804100;R-HSA-168166;R-HSA-6804099;R-HSA-2454208;R-HSA-199917;R-HSA-6798743;R-HSA-450292;R-HSA-5624486;R-HSA-1250272;R-HSA-6798739;R-HSA-168440;R-HSA-5624494;R-HSA-1250280;R-HSA-6798747;R-HSA-199935;R-HSA-6798745"
R-HSA-195253,"Degradation of beta-catenin by the destruction complex",0,91,2,600,0.006257736212350433,0.9808843752183545,0.9808843752183545,1,23,0.0017016868896123113,9606,Homo sapiens,"","",P17612;P05067,P49841,"R-HSA-195251"
R-HSA-3247509,"Chromatin modifying enzymes",0,256,5,504,0.017604180992985833,0.9809977319276437,0.9809977319276437,17,85,0.0062888428529150634,9606,Homo sapiens,"","",Q08289;P35609;P21796;Q14524;P17252,O60678;P15336;P62805;Q99873;O14744,"R-HSA-5205867;R-HSA-5212679;R-HSA-3321883;R-HSA-5205798;R-HSA-5423038;R-HSA-3215391;R-HSA-5651654;R-HSA-5661126;R-HSA-5661124;R-HSA-5661125;R-HSA-8879123;R-HSA-3662318;R-HSA-3318415;R-HSA-3215406;R-HSA-5651657;R-HSA-5423117;R-HSA-3321805"
R-HSA-4839726,"Chromatin organization",0,256,5,504,0.017604180992985833,0.9809977319276437,0.9809977319276437,17,85,0.0062888428529150634,9606,Homo sapiens,"","",Q08289;P35609;P21796;Q14524;P17252,O60678;P15336;P62805;Q99873;O14744,"R-HSA-5205867;R-HSA-5212679;R-HSA-3321883;R-HSA-5205798;R-HSA-5423038;R-HSA-3215391;R-HSA-5651654;R-HSA-5661126;R-HSA-5661124;R-HSA-5661125;R-HSA-8879123;R-HSA-3662318;R-HSA-3318415;R-HSA-3215406;R-HSA-5651657;R-HSA-5423117;R-HSA-3321805"
R-HSA-5687128,"MAPK6/MAPK4 signaling",1,106,7,596,0.007289231192408197,0.9813338164065791,0.9813338164065791,6,40,0.002959455460195324,9606,Homo sapiens,"P17612","P17612",P16615;Q02790;O00499;P05067;P21796;O00499;P78417,P05412;P01106;P06493;P04792,"R-HSA-5692755;R-HSA-5687088;R-HSA-5687121;R-HSA-5687083;R-HSA-5687113;R-HSA-5692761"
R-HSA-6807070,"PTEN Regulation",0,171,3,533,0.011759042772658506,0.9816640034297874,0.9816640034297874,17,56,0.004143237644273453,9606,Homo sapiens,"","",Q03135;P05067;P21796,P60484;P05412;P15336,"R-HSA-6807206;R-HSA-8851011;R-HSA-8944397;R-HSA-6807106;R-HSA-6807105;R-HSA-8850945;R-HSA-8944047;R-HSA-8847968;R-HSA-8948832;R-HSA-8948800;R-HSA-6807118;R-HSA-8847977;R-HSA-8948775;R-HSA-6807126;R-HSA-8850997;R-HSA-6807134;R-HSA-8944497"
R-HSA-5357905,"Regulation of TNFR1 signaling",0,41,4,669,0.0028194196121578874,0.9820952561651971,0.9820952561651971,5,17,0.0012577685705830127,9606,Homo sapiens,"","",P35609;Q03135;P05067;Q16623,P63244;P01375;Q12933;Q14790,"R-HSA-5692550;R-HSA-3371360;R-HSA-5626962;R-HSA-5634221;R-HSA-8863101"
R-HSA-73887,"Death Receptor Signalling",3,158,10,1203,0.010865080456608445,0.9821253130475707,0.9821253130475707,29,93,0.006880733944954129,9606,Homo sapiens,"P49810;P62258;P49768","P49810;P62258;P49768",Q9UKS6;P06241;P0DP23;P62258;P0DP25;P0DP24;P35609;Q03135;P05067;P06241;P05067;Q16623,P63244;Q13501;P01375;P48023;Q92934;Q12933;P08138;Q9NY61;O95429;P25445;Q14790;Q96FE5,"R-HSA-5357776;R-HSA-83586;R-HSA-193668;R-HSA-5626962;R-HSA-83656;R-HSA-75146;R-HSA-83660;R-HSA-193679;R-HSA-205075;R-HSA-193682;R-HSA-5692550;R-HSA-205008;R-HSA-3371360;R-HSA-193694;R-HSA-204958;R-HSA-193702;R-HSA-209573;R-HSA-193636;R-HSA-193700;R-HSA-75240;R-HSA-3371353;R-HSA-75244;R-HSA-5626982;R-HSA-204981;R-HSA-193653;R-HSA-5634221;R-HSA-8863101;R-HSA-205112;R-HSA-209532"
R-HSA-8878166,"Transcriptional regulation by RUNX2",0,147,6,568,0.010108650804566084,0.9823070939993451,0.9823070939993451,13,84,0.006214856466410181,9606,Homo sapiens,"","",P17612;P62258;P05067;P11021;P06241;P05556,P08648;P02452;Q9UNE7;Q9GZV5;P46937;P49841;P56524;P00519,"R-HSA-8937864;R-HSA-8985227;R-HSA-8985644;R-HSA-8937856;R-HSA-9008326;R-HSA-9008475;R-HSA-9009309;R-HSA-8937820;R-HSA-9009308;R-HSA-9008476;R-HSA-2064932;R-HSA-8939667;R-HSA-8937844"
R-HSA-5693567,"HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)",0,124,4,613,0.008527025168477514,0.9827233390646775,0.9827233390646775,7,42,0.0031074282332050904,9606,Homo sapiens,"","",Q99828;Q13586;P62258;P05067,Q8N2W9;Q92993;P00519,"R-HSA-5684071;R-HSA-5693589;R-HSA-5686469;R-HSA-5686483;R-HSA-5686657;R-HSA-5686410;R-HSA-5686587"
R-HSA-5693538,"Homology Directed Repair",0,130,4,616,0.008939623160500619,0.9832300085937671,0.9832300085937671,7,50,0.003699319325244155,9606,Homo sapiens,"","",Q99828;Q13586;P62258;P05067,Q8N2W9;Q92993;P00519,"R-HSA-5684071;R-HSA-5693589;R-HSA-5686469;R-HSA-5686483;R-HSA-5686657;R-HSA-5686410;R-HSA-5686587"
R-HSA-1474165,"Reproduction",0,123,2,619,0.008458258836473663,0.9845715982443872,0.9845715982443872,3,24,0.0017756732761171944,9606,Homo sapiens,"","",Q14957;P05556,P21926;Q9BXU0;P24941,"R-HSA-912429;R-HSA-912505;R-HSA-1297275"
R-HSA-166520,"Signaling by NTRKs",2,166,13,922,0.011415211112639252,0.9848582786818321,0.9848582786818321,38,164,0.01213376738680083,9606,Homo sapiens,"O00141;P06241","O00141;P06241-1",Q13557;P30626;P62258;P06241;O60610;P14416;P12814;Q03135;P20073;O00141;P05067;P05067;P05556,P19174;O96015;P01138;16618;P29274;P18509;P61586;P40763;18348;Q00535;P19419;P04629;P12931;Q06124;P35568;P16220;Q99081,"R-HSA-177479;R-HSA-167047;R-HSA-167684;R-HSA-202692;R-HSA-9612501;R-HSA-9026894;R-HSA-166538;R-HSA-198731;R-HSA-9603419;R-HSA-166542;R-HSA-9032582;R-HSA-198732;R-HSA-9612509;R-HSA-187661;R-HSA-9032601;R-HSA-199895;R-HSA-9032798;R-HSA-187678;R-HSA-9032532;R-HSA-9616368;R-HSA-9031981;R-HSA-9034796;R-HSA-9603445;R-HSA-187045;R-HSA-9026531;R-HSA-111916;R-HSA-199917;R-HSA-9034855;R-HSA-9028519;R-HSA-9032761;R-HSA-167674;R-HSA-9037040;R-HSA-198266;R-HSA-199935;R-HSA-9612076;R-HSA-9603437;R-HSA-9032502;R-HSA-9620717"
R-HSA-9694516,"SARS-CoV-2 Infection",0,111,7,624,0.007633062852427452,0.9850244679283027,0.9850244679283027,10,118,0.008730393607576206,9606,Homo sapiens,"","",P16615;P17612;P05067;P05067;P21796;P05556;Q14524,P09958;Q9BYF1;P27824;Q99873;Q9GZQ8;P49841,"R-HSA-9694579;R-HSA-9694337;R-HSA-9694661;R-HSA-9729283;R-HSA-9694580;R-HSA-9698265;R-HSA-9699007;R-HSA-9694287;R-HSA-9687724;R-HSA-9698988"
R-HSA-8978868,"Fatty acid metabolism",1,428,1,299,0.02943199009764819,0.9852898339746783,0.9852898339746783,2,217,0.016055045871559634,9606,Homo sapiens,"P27169","P27169",Q03135,P22307,"R-HSA-8932633;R-HSA-2066781"
R-HSA-9614085,"FOXO-mediated transcription",1,110,6,636,0.007564296520423601,0.9856364123043885,0.9856364123043885,5,85,0.0062888428529150634,9606,Homo sapiens,"Q03135","Q03135",Q9UKS6;P17612;P06241;P12814;P06241;P05067,P48023;Q9BXM7;Q03135;P10599;P54252,"R-HSA-9617927;R-HSA-9617735;R-HSA-9624985;R-HSA-9621289;R-HSA-9614669"
R-HSA-9637690,"Response of Mtb to phagocytosis",0,51,2,687,0.003507082932196397,0.9861411479024854,0.9861411479024854,3,30,0.002219591595146493,9606,Homo sapiens,"","",P05067;P05067,P28482;P31146;P49840,"R-HSA-9635461;R-HSA-9636296;R-HSA-9636396"
R-HSA-111465,"Apoptotic cleavage of cellular proteins",0,38,7,717,0.002613120616146335,0.9867868576283142,0.9867868576283142,10,38,0.0028114826871855577,9606,Homo sapiens,"","",Q14957;P17612;P05067;P11021;P06241;P05067;P17302,Q04759;P51572;Q07157;P10636;Q05655;Q9UJU6;P12830;P08670,"R-HSA-201603;R-HSA-351894;R-HSA-202966;R-HSA-202939;R-HSA-350319;R-HSA-212552;R-HSA-350318;R-HSA-351913;R-HSA-201629;R-HSA-201628"
R-HSA-1483257,"Phospholipid metabolism",0,315,9,434,0.021661394581213037,0.9867868576283142,0.9867868576283142,31,218,0.016129032258064516,9606,Homo sapiens,"","",Q14957;P26678;P35212;P12814;Q03135;O00499;P20073;P05556;P17302,18348;P60484;O95674;16618;Q8N661;Q13496;16851,"R-HSA-8874435;R-HSA-1676177;R-HSA-1675921;R-HSA-1676048;R-HSA-1483165;R-HSA-6810410;R-HSA-6809320;R-HSA-1676041;R-HSA-1676105;R-HSA-1676168;R-HSA-6809778;R-HSA-1676174;R-HSA-1676161;R-HSA-1675776;R-HSA-1675910;R-HSA-1675896;R-HSA-199456;R-HSA-1675773;R-HSA-6811522;R-HSA-1675836;R-HSA-1675824;R-HSA-1676082;R-HSA-1676149;R-HSA-1676020;R-HSA-1676203;R-HSA-1675949;R-HSA-6809680;R-HSA-1676065;R-HSA-1676005;R-HSA-1676134;R-HSA-6809944"
R-HSA-983169,"Class I MHC mediated antigen processing & presentation",1,473,3,302,0.03252647503782148,0.9876998740346249,0.9876998740346249,10,48,0.003551346552234389,9606,Homo sapiens,"P11021","P11021",Q13586;P05067;Q16623,O75396;O00161;P30101;Q12846;P27797,"R-HSA-8863895;R-HSA-8863973;R-HSA-983148;R-HSA-8951595;R-HSA-8863858;R-HSA-983146;R-HSA-983161;R-HSA-983145;R-HSA-983142;R-HSA-8863914"
R-HSA-166016,"Toll Like Receptor 4 (TLR4) Cascade",1,151,9,660,0.010383716132581489,0.9876998740346249,0.9876998740346249,14,95,0.007028706717963895,9606,Homo sapiens,"P05067","P05067",P62258;P49810;P49768;P12814;Q03135;P20073;O00141;P05067;P21796,P01100;18348;P05412;P15336;Q13233;P19419;Q9BQ95;Q06124;P16220;Q14790,"R-HSA-168166;R-HSA-2559456;R-HSA-198731;R-HSA-2562541;R-HSA-168136;R-HSA-199917;R-HSA-450292;R-HSA-450325;R-HSA-199895;R-HSA-166869;R-HSA-168053;R-HSA-168440;R-HSA-199935;R-HSA-166271"
R-HSA-446203,"Asparagine N-linked glycosylation",1,421,3,356,0.028950625773621234,0.9878458366867557,0.9878458366867557,12,144,0.010654039656703166,9606,Homo sapiens,"Q01484","Q01484",Q13586;P05067;Q16623,Q13190;O15155;O75396;O14653;P30101;P48730,"R-HSA-6809015;R-HSA-6807877;R-HSA-548890;R-HSA-6809011;R-HSA-6807875;R-HSA-6809010;R-HSA-6809006;R-HSA-5694415;R-HSA-901047;R-HSA-6809003;R-HSA-5694425;R-HSA-5694441"
R-HSA-72766,"Translation",0,339,3,440,0.02331178654930546,0.9880615649263995,0.9880615649263995,4,99,0.007324652263983427,9606,Homo sapiens,"","",P26678;P35609;P05067,Q9H2K0;P11940;P47897,"R-HSA-380241;R-HSA-5368279;R-HSA-156808;R-HSA-5389839"
R-HSA-8848021,"Signaling by PTK6",0,71,11,713,0.004882409572273415,0.9884127027270724,0.9884127027270724,22,53,0.0039212784847588045,9606,Homo sapiens,"","",P30626;P17612;P06241;P62258;P11021;Q13061;P05556;Q03135;P06241;P21796;Q14643,P40763;P49023;Q5S007;P20936;P56945;P31749;Q07666;O14543;P18031;P22681,"R-HSA-8981353;R-HSA-8849094;R-HSA-8981355;R-HSA-8848611;R-HSA-8848993;R-HSA-8848751;R-HSA-8848975;R-HSA-8848110;R-HSA-2730595;R-HSA-8848939;R-HSA-8848713;R-HSA-8848087;R-HSA-8848726;R-HSA-8848596;R-HSA-8849428;R-HSA-8848818;R-HSA-8848178;R-HSA-8848606;R-HSA-8857565;R-HSA-8848829;R-HSA-8848124;R-HSA-8849435"
R-HSA-9006927,"Signaling by Non-Receptor Tyrosine Kinases",0,71,11,713,0.004882409572273415,0.9884127027270724,0.9884127027270724,22,53,0.0039212784847588045,9606,Homo sapiens,"","",P30626;P17612;P06241;P62258;P11021;Q13061;P05556;Q03135;P06241;P21796;Q14643,P40763;P49023;Q5S007;P20936;P56945;P31749;Q07666;O14543;P18031;P22681,"R-HSA-8981353;R-HSA-8849094;R-HSA-8981355;R-HSA-8848611;R-HSA-8848993;R-HSA-8848751;R-HSA-8848975;R-HSA-8848110;R-HSA-2730595;R-HSA-8848939;R-HSA-8848713;R-HSA-8848087;R-HSA-8848726;R-HSA-8848596;R-HSA-8849428;R-HSA-8848818;R-HSA-8848178;R-HSA-8848606;R-HSA-8857565;R-HSA-8848829;R-HSA-8848124;R-HSA-8849435"
R-HSA-195721,"Signaling by WNT",5,332,13,1684,0.022830422225278504,0.9890851333042163,0.9890851333042163,21,157,0.011615862681266647,9606,Homo sapiens,"Q14643;P0DP23;P17252;Q14571;Q03135","Q14643;P0DP23;P17252;Q14571;Q03135",P17612;Q13586;P0DP23;P62258;P0DP25;P0DP24;O00499;O00499;P16615;Q99828;Q86VP3;P05067;P12814;P20073;P05067,18348;P01106;P32121;P49841;Q92993;Q9Y3M2;P63104,"R-HSA-4332358;R-HSA-4332390;R-HSA-4332359;R-HSA-3451153;R-HSA-5368596;R-HSA-3769393;R-HSA-4332363;R-HSA-4551465;R-HSA-3772436;R-HSA-5138432;R-HSA-5138433;R-HSA-195251;R-HSA-2730872;R-HSA-169680;R-HSA-5138459;R-HSA-5323526;R-HSA-4420052;R-HSA-398193;R-HSA-4551451;R-HSA-4411357;R-HSA-3769383"
R-HSA-447115,"Interleukin-12 family signaling",1,96,8,695,0.006601567872369688,0.9894058089380954,0.9894058089380954,17,114,0.008434448061556674,9606,Homo sapiens,"P78417","P78417",P16615;P30626;P0DP23;Q8NBP7;P49810;P0DP25;P0DP24;P05067;P21796;P17252,P52597;P40763;P62937;P27824;Q53EL6;P11233;P07355,"R-HSA-8950441;R-HSA-8950415;R-HSA-8950721;R-HSA-8950533;R-HSA-8950328;R-HSA-8950780;R-HSA-8950398;R-HSA-8950782;R-HSA-8950175;R-HSA-8950480;R-HSA-8950387;R-HSA-8950740;R-HSA-8984021;R-HSA-8950518;R-HSA-8984023;R-HSA-8952823;R-HSA-8950583"
R-HSA-75153,"Apoptotic execution phase",0,54,7,748,0.0037133819282079493,0.9897177028533127,0.9897177028533127,11,57,0.004217224030778337,9606,Homo sapiens,"","",Q14957;P17612;P05067;P11021;P06241;P05067;P17302,Q04759;P51572;Q07157;P10636;Q05655;Q9UJU6;P12830;P08670,"R-HSA-201603;R-HSA-351894;R-HSA-202966;R-HSA-202939;R-HSA-351948;R-HSA-350319;R-HSA-212552;R-HSA-350318;R-HSA-351913;R-HSA-201629;R-HSA-201628"
R-HSA-5617472,"Activation of anterior HOX genes in hindbrain development during early embryogenesis",0,116,1,683,0.007976894512446707,0.9899606453678891,0.9899606453678891,1,43,0.0031814146197099735,9606,Homo sapiens,"","",P05067,P05412,"R-HSA-5617661"
R-HSA-5619507,"Activation of HOX genes during differentiation",0,116,1,683,0.007976894512446707,0.9899606453678891,0.9899606453678891,1,43,0.0031814146197099735,9606,Homo sapiens,"","",P05067,P05412,"R-HSA-5617661"
R-HSA-162909,"Host Interactions of HIV factors",1,150,5,668,0.010314949800577638,0.9901978926582468,0.9901978926582468,3,54,0.003995264871263687,9606,Homo sapiens,"P06241","P06241",P0DP23;P0DP25;P0DP24;P49768;Q03135;P05067;P06241,P63000;P63208;P06241,"R-HSA-180599;R-HSA-200952;R-HSA-200908"
R-HSA-75893,"TNF signaling",0,51,5,762,0.003507082932196397,0.99031442210822,0.99031442210822,11,32,0.0023675643681562593,9606,Homo sapiens,"","",P06241;P35609;Q03135;P05067;Q16623,P63244;P01375;Q12933;O95429;Q14790,"R-HSA-5692550;R-HSA-5357776;R-HSA-3371360;R-HSA-5626982;R-HSA-5626962;R-HSA-5634221;R-HSA-75240;R-HSA-83656;R-HSA-3371353;R-HSA-8863101;R-HSA-83660"
R-HSA-201722,"Formation of the beta-catenin:TCF transactivating complex",0,67,6,754,0.004607344244258012,0.9907669560410199,0.9907669560410199,2,13,9.618230245634804E-4,9606,Homo sapiens,"","",P16615;Q99828;Q13586;O00499;P05067;O00499,P01106;Q92993,"R-HSA-3451153;R-HSA-4411357"
R-HSA-9006931,"Signaling by Nuclear Receptors",4,384,13,1399,0.02640627148947875,0.9908761432931164,0.9908761432931164,31,192,0.014205386208937555,9606,Homo sapiens,"P14780;P0DP23;Q03135;Q02790","P14780;P0DP23;Q03135;Q02790",Q13425;Q13424;P35609;O00499;P06241;Q16623;O00499;Q14524;P16615;P05067;P12814;O00141;P05067,O00559;P01100;P10415;O95477;P01106;P29373;P23771;Q99873;Q8NC69;P20226;P19419;P12931;P02649;P16220,"R-HSA-9018505;R-HSA-199298;R-HSA-9624272;R-HSA-9021068;R-HSA-198731;R-HSA-8932033;R-HSA-8939203;R-HSA-202127;R-HSA-8939204;R-HSA-9011975;R-HSA-9031512;R-HSA-9021596;R-HSA-9625479;R-HSA-9038161;R-HSA-9038163;R-HSA-9021079;R-HSA-9009065;R-HSA-5634103;R-HSA-9632182;R-HSA-9032751;R-HSA-9625465;R-HSA-9011941;R-HSA-9623999;R-HSA-111916;R-HSA-9009533;R-HSA-9018494;R-HSA-5334827;R-HSA-9023861;R-HSA-9618479;R-HSA-9619756;R-HSA-9709547"
R-HSA-187037,"Signaling by NTRK1 (TRKA)",1,143,11,696,0.009833585476550681,0.9912510249747543,0.9912510249747543,20,102,0.007546611423498076,9606,Homo sapiens,"O00141","O00141",Q13557;P30626;P14416;P12814;Q03135;P20073;O00141;P05067;P05067;P05556;O60610,P19174;O96015;16618;P29274;P18509;P61586;P40763;18348;Q00535;P19419;P04629;P16220;Q99081,"R-HSA-9616368;R-HSA-177479;R-HSA-167684;R-HSA-202692;R-HSA-9612501;R-HSA-166538;R-HSA-198731;R-HSA-166542;R-HSA-111916;R-HSA-199917;R-HSA-198732;R-HSA-9612509;R-HSA-187661;R-HSA-199895;R-HSA-167674;R-HSA-198266;R-HSA-187678;R-HSA-199935;R-HSA-9612076;R-HSA-9620717"
